case_id,fir_number,police_station_id,station_name,assigned_officer_id,assigned_officer_name,assigned_officer_badge,crime_category,crime_type,priority,current_status,registration_date,incident_date,location,short_summary,detailed_description,applicable_sections,source,created_by,updated_by,created_at,updated_at
CASE-000176,FIR/2025/PS-BLR-001/00176,STATION-PS-BLR-001,Koramangala Police Station,OFFICER-00016,Ramesh Reddy,BADGE-BAN-1016,COGNIZABLE,MURDER,MEDIUM,REGISTERED,2025-05-16T21:53:35.158871,2025-05-16T11:53:35.158871,"{""address"": ""Near Landmark 52, Koramangala 1st to 8th Blocks, Bangalore Urban"", ""latitude"": 12.93448221096693, ""longitude"": 77.61208464223733, ""district"": ""Bangalore Urban"", ""state"": ""Karnataka""}",Incident of murder reported near Bangalore Urban.,Detailed police incident report regarding MURDER under jurisdiction of Koramangala Police Station. Investigation initiated by Officer Ramesh Reddy (BADGE-BAN-1016). Initial inspection conducted at incident location.,"[{""act"": ""IPC"", ""section"": ""302"", ""description"": ""Punishment for murder""}, {""act"": ""IPC"", ""section"": ""307"", ""description"": ""Attempt to murder""}, {""act"": ""BNS"", ""section"": ""103"", ""description"": ""Punishment for murder""}]",WALK_IN,USER-00034,USER-00034,2025-05-16T21:53:35.158871,2026-08-31T18:53:35.158897
CASE-000177,FIR/2024/PS-BLR-002/00177,STATION-PS-BLR-002,Indiranagar Police Station,OFFICER-00047,Ananya Dutta,BADGE-BAN-1047,NON_COGNIZABLE,ASSAULT,MEDIUM,REGISTERED,2025-09-12T03:53:35.158922,2025-09-11T16:53:35.158922,"{""address"": ""Near Landmark 84, Indiranagar 1st and 2nd Stages, Bangalore Urban"", ""latitude"": 12.977342737959022, ""longitude"": 77.6308371637756, ""district"": ""Bangalore Urban"", ""state"": ""Karnataka""}",Incident of assault reported near Bangalore Urban.,Detailed police incident report regarding ASSAULT under jurisdiction of Indiranagar Police Station. Investigation initiated by Officer Ananya Dutta (BADGE-BAN-1047). Initial inspection conducted at incident location.,"[{""act"": ""IPC"", ""section"": ""323"", ""description"": ""Punishment for voluntarily causing hurt""}, {""act"": ""IPC"", ""section"": ""325"", ""description"": ""Punishment for voluntarily causing grievous hurt""}, {""act"": ""BNS"", ""section"": ""115"", ""description"": ""Voluntarily causing hurt""}]",WALK_IN,USER-00008,USER-00008,2025-09-12T03:53:35.158922,2026-08-31T18:53:35.158944
CASE-000178,FIR/2026/PS-CHE-001/00178,STATION-PS-CHE-001,T. Nagar Police Station,OFFICER-00018,Rekha Mishra,BADGE-CHE-1018,NON_COGNIZABLE,ACCIDENT,HIGH,CHARGE_SHEET_FILED,2026-07-18T12:53:35.158968,2026-07-17T12:53:35.158968,"{""address"": ""Near Landmark 19, T. Nagar, Chennai"", ""latitude"": 13.041077898631553, ""longitude"": 80.2366517483003, ""district"": ""Chennai"", ""state"": ""Tamil Nadu""}",Incident of accident reported near Chennai.,Detailed police incident report regarding ACCIDENT under jurisdiction of T. Nagar Police Station. Investigation initiated by Officer Rekha Mishra (BADGE-CHE-1018). Initial inspection conducted at incident location.,"[{""act"": ""IPC"", ""section"": ""279"", ""description"": ""Rash driving or riding on a public way""}, {""act"": ""IPC"", ""section"": ""304A"", ""description"": ""Causing death by negligence""}, {""act"": ""Motor Vehicles Act"", ""section"": ""184"", ""description"": ""Dangerous driving""}]",WALK_IN,USER-00249,USER-00249,2026-07-18T12:53:35.158968,2026-08-31T18:53:35.158989
CASE-000179,FIR/2025/PS-CHE-002/00179,STATION-PS-CHE-002,Mylapore Police Station,OFFICER-00029,Vidya Dubey,BADGE-CHE-1029,NON_COGNIZABLE,ACCIDENT,MEDIUM,COURT_PROCEEDINGS,2025-05-18T19:53:35.159011,2025-05-18T15:53:35.159011,"{""address"": ""Near Landmark 86, Mylapore, Chennai"", ""latitude"": 13.022664248362993, ""longitude"": 80.25897032472785, ""district"": ""Chennai"", ""state"": ""Tamil Nadu""}",Incident of accident reported near Chennai.,Detailed police incident report regarding ACCIDENT under jurisdiction of Mylapore Police Station. Investigation initiated by Officer Vidya Dubey (BADGE-CHE-1029). Initial inspection conducted at incident location.,"[{""act"": ""IPC"", ""section"": ""279"", ""description"": ""Rash driving or riding on a public way""}, {""act"": ""IPC"", ""section"": ""304A"", ""description"": ""Causing death by negligence""}, {""act"": ""Motor Vehicles Act"", ""section"": ""184"", ""description"": ""Dangerous driving""}]",WALK_IN,USER-00210,USER-00210,2025-05-18T19:53:35.159011,2026-08-31T18:53:35.159031
CASE-000180,FIR/2024/PS-LKO-001/00180,STATION-PS-LKO-001,Hazratganj Police Station,OFFICER-00030,Yogesh Mishra,BADGE-LUC-1030,COGNIZABLE,ROBBERY,MEDIUM,CLOSED_SOLVED,2025-12-04T14:53:35.159053,2025-12-02T14:53:35.159053,"{""address"": ""Near Landmark 41, Hazratganj, Lucknow"", ""latitude"": 26.857258926873545, ""longitude"": 80.93545360104447, ""district"": ""Lucknow"", ""state"": ""Uttar Pradesh""}",Incident of robbery reported near Lucknow.,Detailed police incident report regarding ROBBERY under jurisdiction of Hazratganj Police Station. Investigation initiated by Officer Yogesh Mishra (BADGE-LUC-1030). Initial inspection conducted at incident location.,"[{""act"": ""IPC"", ""section"": ""392"", ""description"": ""Punishment for robbery""}, {""act"": ""IPC"", ""section"": ""395"", ""description"": ""Punishment for dacoity""}, {""act"": ""BNS"", ""section"": ""309"", ""description"": ""Robbery""}]",WALK_IN,USER-00017,USER-00017,2025-12-04T14:53:35.159053,2026-08-31T18:53:35.159076
CASE-000181,FIR/2026/PS-MUM-001/00181,STATION-PS-MUM-001,Colaba Police Station,OFFICER-00021,Rakesh Tiwari,BADGE-MUM-1021,NON_COGNIZABLE,FRAUD,LOW,CLOSED_SOLVED,2026-06-29T20:53:35.159102,2026-06-28T15:53:35.159102,"{""address"": ""Near Landmark 96, Colaba, Mumbai City"", ""latitude"": 18.932771030220223, ""longitude"": 72.83498915435145, ""district"": ""Mumbai City"", ""state"": ""Maharashtra""}",Incident of fraud reported near Mumbai City.,Detailed police incident report regarding FRAUD under jurisdiction of Colaba Police Station. Investigation initiated by Officer Rakesh Tiwari (BADGE-MUM-1021). Initial inspection conducted at incident location.,"[{""act"": ""IPC"", ""section"": ""420"", ""description"": ""Cheating and dishonestly inducing delivery of property""}, {""act"": ""IPC"", ""section"": ""406"", ""description"": ""Punishment for criminal breach of trust""}, {""act"": ""IPC"", ""section"": ""468"", ""description"": ""Forgery for purpose of cheating""}]",WALK_IN,USER-00018,USER-00018,2026-06-29T20:53:35.159102,2026-08-31T18:53:35.159125
CASE-000182,FIR/2025/PS-MUM-002/00182,STATION-PS-MUM-002,Bandra Police Station,OFFICER-00042,Radha Patil,BADGE-MUM-1042,NON_COGNIZABLE,DOMESTIC_VIOLENCE,MEDIUM,UNDER_INVESTIGATION,2026-03-14T08:53:35.159275,2026-03-13T11:53:35.159275,"{""address"": ""Near Landmark 55, Bandra West, Mumbai Suburban"", ""latitude"": 19.076508307323685, ""longitude"": 72.83042345746549, ""district"": ""Mumbai Suburban"", ""state"": ""Maharashtra""}",Incident of domestic violence reported near Mumbai Suburban.,Detailed police incident report regarding DOMESTIC_VIOLENCE under jurisdiction of Bandra Police Station. Investigation initiated by Officer Radha Patil (BADGE-MUM-1042). Initial inspection conducted at incident location.,"[{""act"": ""IPC"", ""section"": ""498A"", ""description"": ""Husband or relative of husband subjecting woman to cruelty""}, {""act"": ""DV Act"", ""section"": ""12"", ""description"": ""Application to Magistrate for domestic violence relief""}]",WALK_IN,USER-00206,USER-00206,2026-03-14T08:53:35.159275,2026-08-31T18:53:35.159338
CASE-000183,FIR/2025/PS-PUN-001/00183,STATION-PS-PUN-001,Shivajinagar Police Station,OFFICER-00043,Chandan Chatterjee,BADGE-PUN-1043,NON_COGNIZABLE,MISSING_PERSON,HIGH,CLOSED_UNSOLVED,2026-04-22T21:53:35.159382,2026-04-22T11:53:35.159382,"{""address"": ""Near Landmark 33, Shivajinagar, Pune"", ""latitude"": 18.54335446766801, ""longitude"": 73.86128715359781, ""district"": ""Pune"", ""state"": ""Maharashtra""}",Incident of missing person reported near Pune.,Detailed police incident report regarding MISSING_PERSON under jurisdiction of Shivajinagar Police Station. Investigation initiated by Officer Chandan Chatterjee (BADGE-PUN-1043). Initial inspection conducted at incident location.,"[{""act"": ""IPC"", ""section"": ""363"", ""description"": ""Punishment for kidnapping""}, {""act"": ""BNS"", ""section"": ""137"", ""description"": ""Kidnapping""}]",WALK_IN,USER-00041,USER-00041,2026-04-22T21:53:35.159382,2026-08-31T18:53:35.159418
CASE-000184,FIR/2025/PS-DEL-001/00184,STATION-PS-DEL-001,Connaught Place Police Station,OFFICER-00034,Vivek Nair,BADGE-CEN-1034,COGNIZABLE,KIDNAPPING,CRITICAL,REGISTERED,2025-05-26T18:53:35.159449,2025-05-26T08:53:35.159449,"{""address"": ""Near Landmark 34, Connaught Place, Central Delhi"", ""latitude"": 28.62287428494383, ""longitude"": 77.2075704105568, ""district"": ""Central Delhi"", ""state"": ""Delhi""}",Incident of kidnapping reported near Central Delhi.,Detailed police incident report regarding KIDNAPPING under jurisdiction of Connaught Place Police Station. Investigation initiated by Officer Vivek Nair (BADGE-CEN-1034). Initial inspection conducted at incident location.,"[{""act"": ""IPC"", ""section"": ""364"", ""description"": ""Kidnapping or abducting in order to murder""}, {""act"": ""IPC"", ""section"": ""364A"", ""description"": ""Kidnapping for ransom""}, {""act"": ""BNS"", ""section"": ""140"", ""description"": ""Kidnapping or abduction for ransom""}]",WALK_IN,USER-00033,USER-00033,2025-05-26T18:53:35.159449,2026-08-31T18:53:35.159476
CASE-000185,FIR/2024/PS-DEL-002/00185,STATION-PS-DEL-002,Hauz Khas Police Station,OFFICER-00005,Vivek Chatterjee,BADGE-SOU-1005,NON_COGNIZABLE,CYBER_CRIME,MEDIUM,UNDER_INVESTIGATION,2025-04-23T03:53:35.159508,2025-04-22T15:53:35.159508,"{""address"": ""Near Landmark 39, Hauz Khas, South Delhi"", ""latitude"": 28.567174958392958, ""longitude"": 77.2107985550217, ""district"": ""South Delhi"", ""state"": ""Delhi""}",Incident of cyber crime reported near South Delhi.,Detailed police incident report regarding CYBER_CRIME under jurisdiction of Hauz Khas Police Station. Investigation initiated by Officer Vivek Chatterjee (BADGE-SOU-1005). Initial inspection conducted at incident location.,"[{""act"": ""IT Act"", ""section"": ""66C"", ""description"": ""Punishment for identity theft""}, {""act"": ""IT Act"", ""section"": ""66D"", ""description"": ""Punishment for cheating by personation using computer resource""}, {""act"": ""IPC"", ""section"": ""420"", ""description"": ""Cheating and dishonestly inducing delivery of property""}]",WALK_IN,USER-00207,USER-00207,2025-04-23T03:53:35.159508,2026-08-31T18:53:35.159536
CASE-000186,FIR/2025/PS-BLR-001/00186,STATION-PS-BLR-001,Koramangala Police Station,OFFICER-00026,Vandana Chauhan,BADGE-BAN-1026,NON_COGNIZABLE,ASSAULT,LOW,REGISTERED,2026-01-16T02:53:35.159561,2026-01-14T09:53:35.159561,"{""address"": ""Near Landmark 59, Koramangala 1st to 8th Blocks, Bangalore Urban"", ""latitude"": 12.947335665948476, ""longitude"": 77.62211145799054, ""district"": ""Bangalore Urban"", ""state"": ""Karnataka""}",Incident of assault reported near Bangalore Urban.,Detailed police incident report regarding ASSAULT under jurisdiction of Koramangala Police Station. Investigation initiated by Officer Vandana Chauhan (BADGE-BAN-1026). Initial inspection conducted at incident location.,"[{""act"": ""IPC"", ""section"": ""323"", ""description"": ""Punishment for voluntarily causing hurt""}, {""act"": ""IPC"", ""section"": ""325"", ""description"": ""Punishment for voluntarily causing grievous hurt""}, {""act"": ""BNS"", ""section"": ""115"", ""description"": ""Voluntarily causing hurt""}]",WALK_IN,USER-00241,USER-00241,2026-01-16T02:53:35.159561,2026-08-31T18:53:35.159585
CASE-000187,FIR/2024/PS-BLR-002/00187,STATION-PS-BLR-002,Indiranagar Police Station,OFFICER-00027,Tarun Pandey,BADGE-BAN-1027,COGNIZABLE,MURDER,MEDIUM,CHARGE_SHEET_FILED,2025-04-29T11:53:35.159664,2025-04-28T13:53:35.159664,"{""address"": ""Near Landmark 74, Indiranagar 1st and 2nd Stages, Bangalore Urban"", ""latitude"": 12.960161230919466, ""longitude"": 77.64535946721185, ""district"": ""Bangalore Urban"", ""state"": ""Karnataka""}",Incident of murder reported near Bangalore Urban.,Detailed police incident report regarding MURDER under jurisdiction of Indiranagar Police Station. Investigation initiated by Officer Tarun Pandey (BADGE-BAN-1027). Initial inspection conducted at incident location.,"[{""act"": ""IPC"", ""section"": ""302"", ""description"": ""Punishment for murder""}, {""act"": ""IPC"", ""section"": ""307"", ""description"": ""Attempt to murder""}, {""act"": ""BNS"", ""section"": ""103"", ""description"": ""Punishment for murder""}]",WALK_IN,USER-00225,USER-00225,2025-04-29T11:53:35.159664,2026-08-31T18:53:35.159711
CASE-000188,FIR/2025/PS-CHE-001/00188,STATION-PS-CHE-001,T. Nagar Police Station,OFFICER-00028,Nirmala Dutta,BADGE-CHE-1028,NON_COGNIZABLE,ACCIDENT,HIGH,UNDER_INVESTIGATION,2025-05-11T20:53:35.159746,2025-05-11T10:53:35.159746,"{""address"": ""Near Landmark 59, T. Nagar, Chennai"", ""latitude"": 13.035400421324113, ""longitude"": 80.25310568492456, ""district"": ""Chennai"", ""state"": ""Tamil Nadu""}",Incident of accident reported near Chennai.,Detailed police incident report regarding ACCIDENT under jurisdiction of T. Nagar Police Station. Investigation initiated by Officer Nirmala Dutta (BADGE-CHE-1028). Initial inspection conducted at incident location.,"[{""act"": ""IPC"", ""section"": ""279"", ""description"": ""Rash driving or riding on a public way""}, {""act"": ""IPC"", ""section"": ""304A"", ""description"": ""Causing death by negligence""}, {""act"": ""Motor Vehicles Act"", ""section"": ""184"", ""description"": ""Dangerous driving""}]",WALK_IN,USER-00241,USER-00241,2025-05-11T20:53:35.159746,2026-08-31T18:53:35.159767
CASE-000189,FIR/2024/PS-CHE-002/00189,STATION-PS-CHE-002,Mylapore Police Station,OFFICER-00019,Aditya Dubey,BADGE-CHE-1019,NON_COGNIZABLE,CYBER_CRIME,LOW,UNDER_INVESTIGATION,2026-01-07T01:53:35.159786,2026-01-06T13:53:35.159786,"{""address"": ""Near Landmark 59, Mylapore, Chennai"", ""latitude"": 13.0302137963397, ""longitude"": 80.25216195587855, ""district"": ""Chennai"", ""state"": ""Tamil Nadu""}",Incident of cyber crime reported near Chennai.,Detailed police incident report regarding CYBER_CRIME under jurisdiction of Mylapore Police Station. Investigation initiated by Officer Aditya Dubey (BADGE-CHE-1019). Initial inspection conducted at incident location.,"[{""act"": ""IT Act"", ""section"": ""66C"", ""description"": ""Punishment for identity theft""}, {""act"": ""IT Act"", ""section"": ""66D"", ""description"": ""Punishment for cheating by personation using computer resource""}, {""act"": ""IPC"", ""section"": ""420"", ""description"": ""Cheating and dishonestly inducing delivery of property""}]",WALK_IN,USER-00034,USER-00034,2026-01-07T01:53:35.159786,2026-08-31T18:53:35.159802
CASE-000190,FIR/2026/PS-LKO-001/00190,STATION-PS-LKO-001,Hazratganj Police Station,OFFICER-00020,Rajesh Dubey,BADGE-LUC-1020,NON_COGNIZABLE,CYBER_CRIME,LOW,REGISTERED,2026-02-09T11:53:35.159818,2026-02-07T13:53:35.159818,"{""address"": ""Near Landmark 20, Hazratganj, Lucknow"", ""latitude"": 26.859034523307546, ""longitude"": 80.9331311808452, ""district"": ""Lucknow"", ""state"": ""Uttar Pradesh""}",Incident of cyber crime reported near Lucknow.,Detailed police incident report regarding CYBER_CRIME under jurisdiction of Hazratganj Police Station. Investigation initiated by Officer Rajesh Dubey (BADGE-LUC-1020). Initial inspection conducted at incident location.,"[{""act"": ""IT Act"", ""section"": ""66C"", ""description"": ""Punishment for identity theft""}, {""act"": ""IT Act"", ""section"": ""66D"", ""description"": ""Punishment for cheating by personation using computer resource""}, {""act"": ""IPC"", ""section"": ""420"", ""description"": ""Cheating and dishonestly inducing delivery of property""}]",WALK_IN,USER-00202,USER-00202,2026-02-09T11:53:35.159818,2026-08-31T18:53:35.159832
CASE-000191,FIR/2026/PS-MUM-001/00191,STATION-PS-MUM-001,Colaba Police Station,OFFICER-00041,Radha Dubey,BADGE-MUM-1041,NON_COGNIZABLE,THEFT,HIGH,CLOSED_SOLVED,2026-07-19T12:53:35.159846,2026-07-18T12:53:35.159846,"{""address"": ""Near Landmark 51, Colaba, Mumbai City"", ""latitude"": 18.914588297658742, ""longitude"": 72.8106275521743, ""district"": ""Mumbai City"", ""state"": ""Maharashtra""}",Incident of theft reported near Mumbai City.,Detailed police incident report regarding THEFT under jurisdiction of Colaba Police Station. Investigation initiated by Officer Radha Dubey (BADGE-MUM-1041). Initial inspection conducted at incident location.,"[{""act"": ""IPC"", ""section"": ""378"", ""description"": ""Theft""}, {""act"": ""IPC"", ""section"": ""379"", ""description"": ""Punishment for theft""}, {""act"": ""IPC"", ""section"": ""380"", ""description"": ""Theft in dwelling house""}, {""act"": ""BNS"", ""section"": ""303"", ""description"": ""Theft and aggravated theft""}]",WALK_IN,USER-00234,USER-00234,2026-07-19T12:53:35.159846,2026-08-31T18:53:35.159860
CASE-000192,FIR/2025/PS-MUM-002/00192,STATION-PS-MUM-002,Bandra Police Station,OFFICER-00032,Umesh Deshmukh,BADGE-MUM-1032,NON_COGNIZABLE,DRUG_OFFENCE,LOW,CLOSED_SOLVED,2025-08-01T01:53:35.159874,2025-07-30T15:53:35.159874,"{""address"": ""Near Landmark 95, Bandra West, Mumbai Suburban"", ""latitude"": 19.067090675357534, ""longitude"": 72.83574654314847, ""district"": ""Mumbai Suburban"", ""state"": ""Maharashtra""}",Incident of drug offence reported near Mumbai Suburban.,Detailed police incident report regarding DRUG_OFFENCE under jurisdiction of Bandra Police Station. Investigation initiated by Officer Umesh Deshmukh (BADGE-MUM-1032). Initial inspection conducted at incident location.,"[{""act"": ""NDPS Act"", ""section"": ""20"", ""description"": ""Punishment for contravention in relation to cannabis""}, {""act"": ""NDPS Act"", ""section"": ""21"", ""description"": ""Punishment for contravention in relation to manufactured drugs""}]",WALK_IN,USER-00231,USER-00231,2025-08-01T01:53:35.159874,2026-08-31T18:53:35.159888
CASE-000193,FIR/2024/PS-PUN-001/00193,STATION-PS-PUN-001,Shivajinagar Police Station,OFFICER-00033,Vinod Gowda,BADGE-PUN-1033,NON_COGNIZABLE,THEFT,LOW,CHARGE_SHEET_FILED,2025-08-24T08:53:35.159903,2025-08-22T15:53:35.159903,"{""address"": ""Near Landmark 58, Shivajinagar, Pune"", ""latitude"": 18.517497140416154, ""longitude"": 73.84949331213717, ""district"": ""Pune"", ""state"": ""Maharashtra""}",Incident of theft reported near Pune.,Detailed police incident report regarding THEFT under jurisdiction of Shivajinagar Police Station. Investigation initiated by Officer Vinod Gowda (BADGE-PUN-1033). Initial inspection conducted at incident location.,"[{""act"": ""IPC"", ""section"": ""378"", ""description"": ""Theft""}, {""act"": ""IPC"", ""section"": ""379"", ""description"": ""Punishment for theft""}, {""act"": ""IPC"", ""section"": ""380"", ""description"": ""Theft in dwelling house""}, {""act"": ""BNS"", ""section"": ""303"", ""description"": ""Theft and aggravated theft""}]",WALK_IN,USER-00209,USER-00209,2025-08-24T08:53:35.159903,2026-08-31T18:53:35.159929
