activity_id,case_id,fir_number,activity_type,description,performed_by_officer_id,timestamp
ACT-007607,CASE-000007,FIR/2024/PS-BLR-002/00007,CLOSED,Case investigation concluded and case closed.,OFFICER-00025,2025-08-28T06:53:35.151090
ACT-007608,CASE-000008,FIR/2025/PS-CHE-001/00008,INVESTIGATION_UPDATED,Case notes updated following site visit.,OFFICER-00048,2026-02-21T08:53:35.151135
ACT-007609,CASE-000009,FIR/2025/PS-CHE-002/00009,WITNESS_ADDED,Witness Alok Gowda added to case record.,OFFICER-00036,2025-05-17T10:53:35.151179
ACT-007610,CASE-000010,FIR/2025/PS-LKO-001/00010,WITNESS_ADDED,Witness Hitesh Rao added to case record.,OFFICER-00033,2026-04-17T19:53:35.151230
ACT-007611,CASE-000011,FIR/2025/PS-MUM-001/00011,ASSIGNED,Case assigned to Primary IO Aditya Dubey (BADGE-CHE-1019).,OFFICER-00019,2026-04-24T21:53:35.151282
ACT-007612,CASE-000012,FIR/2024/PS-MUM-002/00012,CLOSED,Case investigation concluded and case closed.,OFFICER-00034,2025-06-03T21:53:35.151326
ACT-007613,CASE-000013,FIR/2026/PS-PUN-001/00013,CLOSED,Case investigation concluded and case closed.,OFFICER-00033,2025-07-17T00:53:35.151371
ACT-007614,CASE-000014,FIR/2024/PS-DEL-001/00014,REGISTERED,FIR filed and case registered at Connaught Place Police Station.,OFFICER-00005,2026-06-21T02:53:35.151414
ACT-007615,CASE-000015,FIR/2024/PS-DEL-002/00015,INTERROGATION,Suspect Amit Banerjee brought in for questioning.,OFFICER-00033,2025-06-11T05:53:35.151457
ACT-007616,CASE-000016,FIR/2026/PS-BLR-001/00016,EVIDENCE_COLLECTED,Physical evidence items collected from incident site.,OFFICER-00044,2025-08-18T23:53:35.151502
ACT-007617,CASE-000017,FIR/2026/PS-BLR-002/00017,REGISTERED,FIR filed and case registered at Indiranagar Police Station.,OFFICER-00018,2025-11-06T18:53:35.151545
ACT-007618,CASE-000018,FIR/2025/PS-CHE-001/00018,CLOSED,Case investigation concluded and case closed.,OFFICER-00010,2026-08-06T18:53:35.151598
ACT-007619,CASE-000019,FIR/2025/PS-CHE-002/00019,STATUS_CHANGED,Case status updated to UNDER_INVESTIGATION.,OFFICER-00006,2026-03-10T16:53:35.151661
ACT-007620,CASE-000020,FIR/2024/PS-LKO-001/00020,INVESTIGATION_UPDATED,Case notes updated following site visit.,OFFICER-00029,2026-02-25T08:53:35.151744
ACT-007621,CASE-000021,FIR/2024/PS-MUM-001/00021,EVIDENCE_COLLECTED,Physical evidence items collected from incident site.,OFFICER-00011,2026-01-05T22:53:35.151802
ACT-007622,CASE-000022,FIR/2024/PS-MUM-002/00022,INVESTIGATION_UPDATED,Case notes updated following site visit.,OFFICER-00021,2026-05-23T19:53:35.151990
ACT-007623,CASE-000023,FIR/2024/PS-PUN-001/00023,CLOSED,Case investigation concluded and case closed.,OFFICER-00039,2026-01-26T14:53:35.152053
ACT-007624,CASE-000024,FIR/2024/PS-DEL-001/00024,CHARGE_SHEET_FILED,Charge sheet submitted to Judicial Magistrate Court.,OFFICER-00016,2025-06-27T05:53:35.152104
ACT-007625,CASE-000025,FIR/2024/PS-DEL-002/00025,CLOSED,Case investigation concluded and case closed.,OFFICER-00042,2026-02-02T05:53:35.152159
ACT-007626,CASE-000026,FIR/2024/PS-BLR-001/00026,INTERROGATION,Suspect Suman Pillai brought in for questioning.,OFFICER-00021,2026-03-27T02:53:35.152222
ACT-007627,CASE-000027,FIR/2025/PS-BLR-002/00027,CLOSED,Case investigation concluded and case closed.,OFFICER-00018,2026-01-25T04:53:35.152605
ACT-007628,CASE-000028,FIR/2026/PS-CHE-001/00028,CLOSED,Case investigation concluded and case closed.,OFFICER-00050,2026-07-29T20:53:35.152665
ACT-007629,CASE-000029,FIR/2024/PS-CHE-002/00029,STATUS_CHANGED,Case status updated to UNDER_INVESTIGATION.,OFFICER-00014,2025-10-06T19:53:35.152724
ACT-007630,CASE-000030,FIR/2025/PS-LKO-001/00030,INTERROGATION,Suspect Renu Yadav brought in for questioning.,OFFICER-00009,2025-04-24T16:53:35.152773
ACT-007631,CASE-000031,FIR/2025/PS-MUM-001/00031,STATUS_CHANGED,Case status updated to CLOSED_SOLVED.,OFFICER-00050,2026-08-16T23:53:35.152828
ACT-007632,CASE-000032,FIR/2025/PS-MUM-002/00032,CHARGE_SHEET_FILED,Charge sheet submitted to Judicial Magistrate Court.,OFFICER-00040,2025-09-23T11:53:35.152878
ACT-007633,CASE-000033,FIR/2025/PS-PUN-001/00033,CLOSED,Case investigation concluded and case closed.,OFFICER-00038,2025-10-12T16:53:35.152928
ACT-007634,CASE-000034,FIR/2024/PS-DEL-001/00034,CHARGE_SHEET_FILED,Charge sheet submitted to Judicial Magistrate Court.,OFFICER-00016,2025-10-14T01:53:35.152979
ACT-007635,CASE-000035,FIR/2026/PS-DEL-002/00035,INTERROGATION,Suspect Savita Verma brought in for questioning.,OFFICER-00014,2025-04-24T12:53:35.153037
ACT-007636,CASE-000036,FIR/2024/PS-BLR-001/00036,CHARGE_SHEET_FILED,Charge sheet submitted to Judicial Magistrate Court.,OFFICER-00038,2026-01-29T12:53:35.153086
ACT-007637,CASE-000037,FIR/2025/PS-BLR-002/00037,CHARGE_SHEET_FILED,Charge sheet submitted to Judicial Magistrate Court.,OFFICER-00048,2026-05-29T07:53:35.153135
ACT-007638,CASE-000038,FIR/2025/PS-CHE-001/00038,STATUS_CHANGED,Case status updated to COURT_PROCEEDINGS.,OFFICER-00032,2026-08-15T08:53:35.153183
ACT-007639,CASE-000039,FIR/2025/PS-CHE-002/00039,CHARGE_SHEET_FILED,Charge sheet submitted to Judicial Magistrate Court.,OFFICER-00047,2026-01-19T13:53:35.153237
ACT-007640,CASE-000040,FIR/2026/PS-LKO-001/00040,CHARGE_SHEET_FILED,Charge sheet submitted to Judicial Magistrate Court.,OFFICER-00011,2026-01-22T07:53:35.153284
ACT-007641,CASE-000041,FIR/2026/PS-MUM-001/00041,CHARGE_SHEET_FILED,Charge sheet submitted to Judicial Magistrate Court.,OFFICER-00046,2026-04-30T06:53:35.153331
ACT-007642,CASE-000042,FIR/2026/PS-MUM-002/00042,INTERROGATION,Suspect Swati Kumar brought in for questioning.,OFFICER-00006,2025-10-26T08:53:35.153376
ACT-007643,CASE-000043,FIR/2026/PS-PUN-001/00043,CLOSED,Case investigation concluded and case closed.,OFFICER-00009,2025-09-19T06:53:35.153497
ACT-007644,CASE-000044,FIR/2026/PS-DEL-001/00044,CLOSED,Case investigation concluded and case closed.,OFFICER-00001,2025-04-21T16:53:35.153551
ACT-007645,CASE-000045,FIR/2026/PS-DEL-002/00045,INVESTIGATION_UPDATED,Case notes updated following site visit.,OFFICER-00011,2025-11-12T10:53:35.153586
ACT-007646,CASE-000046,FIR/2025/PS-BLR-001/00046,REGISTERED,FIR filed and case registered at Koramangala Police Station.,OFFICER-00039,2026-07-14T12:53:35.153621
ACT-007647,CASE-000047,FIR/2024/PS-BLR-002/00047,CLOSED,Case investigation concluded and case closed.,OFFICER-00010,2025-08-11T17:53:35.153676
ACT-007648,CASE-000048,FIR/2025/PS-CHE-001/00048,WITNESS_ADDED,Witness Arjun Saxena added to case record.,OFFICER-00001,2026-06-13T11:53:35.153732
ACT-007649,CASE-000049,FIR/2026/PS-CHE-002/00049,CHARGE_SHEET_FILED,Charge sheet submitted to Judicial Magistrate Court.,OFFICER-00048,2025-08-20T15:53:35.153764
ACT-007650,CASE-000050,FIR/2025/PS-LKO-001/00050,EVIDENCE_COLLECTED,Physical evidence items collected from incident site.,OFFICER-00050,2025-05-21T02:53:35.153793
ACT-007651,CASE-000051,FIR/2026/PS-MUM-001/00051,INVESTIGATION_UPDATED,Case notes updated following site visit.,OFFICER-00013,2025-08-29T02:53:35.153821
ACT-007652,CASE-000052,FIR/2026/PS-MUM-002/00052,INVESTIGATION_UPDATED,Case notes updated following site visit.,OFFICER-00003,2025-06-08T14:53:35.153848
ACT-007653,CASE-000053,FIR/2026/PS-PUN-001/00053,CLOSED,Case investigation concluded and case closed.,OFFICER-00042,2026-08-18T19:53:35.153876
ACT-007654,CASE-000054,FIR/2026/PS-DEL-001/00054,CHARGE_SHEET_FILED,Charge sheet submitted to Judicial Magistrate Court.,OFFICER-00046,2026-08-17T15:53:35.153904
ACT-007655,CASE-000055,FIR/2025/PS-DEL-002/00055,ASSIGNED,Case assigned to Primary IO Tarun Shetty (BADGE-BAN-1036).,OFFICER-00036,2026-05-07T14:53:35.153930
ACT-007656,CASE-000056,FIR/2026/PS-BLR-001/00056,INVESTIGATION_UPDATED,Case notes updated following site visit.,OFFICER-00018,2025-09-19T07:53:35.153956
ACT-007657,CASE-000057,FIR/2024/PS-BLR-002/00057,CHARGE_SHEET_FILED,Charge sheet submitted to Judicial Magistrate Court.,OFFICER-00034,2025-11-30T03:53:35.153988
ACT-007658,CASE-000058,FIR/2026/PS-CHE-001/00058,STATUS_CHANGED,Case status updated to CHARGE_SHEET_FILED.,OFFICER-00039,2025-12-02T05:53:35.154017
ACT-007659,CASE-000059,FIR/2026/PS-CHE-002/00059,CLOSED,Case investigation concluded and case closed.,OFFICER-00046,2026-07-27T22:53:35.154045
ACT-007660,CASE-000060,FIR/2024/PS-LKO-001/00060,WITNESS_ADDED,Witness Nandini Chatterjee added to case record.,OFFICER-00040,2026-02-12T04:53:35.154070
ACT-007661,CASE-000061,FIR/2024/PS-MUM-001/00061,WITNESS_ADDED,Witness Meena Das added to case record.,OFFICER-00039,2026-05-01T04:53:35.154115
ACT-007662,CASE-000062,FIR/2025/PS-MUM-002/00062,ASSIGNED,Case assigned to Primary IO Yashoda Das (BADGE-PUN-1023).,OFFICER-00023,2025-08-08T17:53:35.154143
ACT-007663,CASE-000063,FIR/2024/PS-PUN-001/00063,WITNESS_ADDED,Witness Prachi Rao added to case record.,OFFICER-00010,2025-06-30T02:53:35.154185
ACT-007664,CASE-000064,FIR/2024/PS-DEL-001/00064,CHARGE_SHEET_FILED,Charge sheet submitted to Judicial Magistrate Court.,OFFICER-00015,2025-06-17T00:53:35.154231
ACT-007665,CASE-000065,FIR/2024/PS-DEL-002/00065,CLOSED,Case investigation concluded and case closed.,OFFICER-00015,2025-07-19T15:53:35.154260
ACT-007666,CASE-000066,FIR/2024/PS-BLR-001/00066,EVIDENCE_COLLECTED,Physical evidence items collected from incident site.,OFFICER-00035,2026-07-20T18:53:35.154300
ACT-007667,CASE-000067,FIR/2025/PS-BLR-002/00067,CLOSED,Case investigation concluded and case closed.,OFFICER-00034,2026-08-08T14:53:35.154333
ACT-007668,CASE-000068,FIR/2025/PS-CHE-001/00068,CLOSED,Case investigation concluded and case closed.,OFFICER-00042,2026-05-24T02:53:35.154362
ACT-007669,CASE-000069,FIR/2026/PS-CHE-002/00069,INVESTIGATION_UPDATED,Case notes updated following site visit.,OFFICER-00049,2025-11-03T06:53:35.154388
ACT-007670,CASE-000070,FIR/2026/PS-LKO-001/00070,INTERROGATION,Suspect Vikram Dutta brought in for questioning.,OFFICER-00022,2025-07-13T13:53:35.154413
ACT-007671,CASE-000071,FIR/2025/PS-MUM-001/00071,CHARGE_SHEET_FILED,Charge sheet submitted to Judicial Magistrate Court.,OFFICER-00025,2025-12-14T19:53:35.154441
ACT-007672,CASE-000072,FIR/2025/PS-MUM-002/00072,STATUS_CHANGED,Case status updated to REGISTERED.,OFFICER-00045,2025-11-09T02:53:35.154467
ACT-007673,CASE-000073,FIR/2026/PS-PUN-001/00073,CLOSED,Case investigation concluded and case closed.,OFFICER-00027,2025-08-15T07:53:35.154492
ACT-007674,CASE-000074,FIR/2025/PS-DEL-001/00074,INTERROGATION,Suspect Pooja Mehta brought in for questioning.,OFFICER-00012,2025-11-29T04:53:35.154520
ACT-007675,CASE-000075,FIR/2025/PS-DEL-002/00075,ASSIGNED,Case assigned to Primary IO Sunil Iyer (BADGE-BAN-1037).,OFFICER-00037,2025-06-29T14:53:35.154550
ACT-007676,CASE-000076,FIR/2024/PS-BLR-001/00076,CHARGE_SHEET_FILED,Charge sheet submitted to Judicial Magistrate Court.,OFFICER-00026,2025-05-02T01:53:35.154574
ACT-007677,CASE-000077,FIR/2026/PS-BLR-002/00077,CLOSED,Case investigation concluded and case closed.,OFFICER-00045,2025-07-18T08:53:35.154598
ACT-007678,CASE-000078,FIR/2026/PS-CHE-001/00078,WITNESS_ADDED,Witness Abhishek Mukherjee added to case record.,OFFICER-00029,2026-04-15T05:53:35.154631
ACT-007679,CASE-000079,FIR/2024/PS-CHE-002/00079,INVESTIGATION_UPDATED,Case notes updated following site visit.,OFFICER-00019,2025-10-29T11:53:35.154658
ACT-007680,CASE-000080,FIR/2025/PS-LKO-001/00080,CHARGE_SHEET_FILED,Charge sheet submitted to Judicial Magistrate Court.,OFFICER-00005,2025-08-30T10:53:35.154682
ACT-007681,CASE-000081,FIR/2026/PS-MUM-001/00081,WITNESS_ADDED,Witness Alok Bhowmick added to case record.,OFFICER-00012,2025-11-05T20:53:35.154712
ACT-007682,CASE-000082,FIR/2025/PS-MUM-002/00082,CLOSED,Case investigation concluded and case closed.,OFFICER-00048,2026-02-14T09:53:35.154761
ACT-007683,CASE-000083,FIR/2024/PS-PUN-001/00083,INVESTIGATION_UPDATED,Case notes updated following site visit.,OFFICER-00023,2025-12-07T05:53:35.154789
ACT-007684,CASE-000084,FIR/2026/PS-DEL-001/00084,WITNESS_ADDED,Witness Pradeep Kulkarni added to case record.,OFFICER-00029,2026-02-19T01:53:35.154827
ACT-007685,CASE-000085,FIR/2025/PS-DEL-002/00085,ASSIGNED,Case assigned to Primary IO Yogesh Mishra (BADGE-LUC-1030).,OFFICER-00030,2025-08-08T08:53:35.154854
ACT-007686,CASE-000086,FIR/2026/PS-BLR-001/00086,CLOSED,Case investigation concluded and case closed.,OFFICER-00025,2026-04-05T18:53:35.154880
ACT-007687,CASE-000087,FIR/2024/PS-BLR-002/00087,INTERROGATION,Suspect Anil Deshmukh brought in for questioning.,OFFICER-00032,2026-07-08T19:53:35.154904
ACT-007688,CASE-000088,FIR/2025/PS-CHE-001/00088,CHARGE_SHEET_FILED,Charge sheet submitted to Judicial Magistrate Court.,OFFICER-00047,2025-11-07T17:53:35.154968
ACT-007689,CASE-000089,FIR/2025/PS-CHE-002/00089,INVESTIGATION_UPDATED,Case notes updated following site visit.,OFFICER-00040,2025-08-13T22:53:35.155013
ACT-007690,CASE-000090,FIR/2024/PS-LKO-001/00090,EVIDENCE_COLLECTED,Physical evidence items collected from incident site.,OFFICER-00041,2025-10-27T05:53:35.155054
ACT-007691,CASE-000091,FIR/2025/PS-MUM-001/00091,ASSIGNED,Case assigned to Primary IO Sunil Iyer (BADGE-BAN-1037).,OFFICER-00037,2025-11-06T03:53:35.155095
ACT-007692,CASE-000092,FIR/2024/PS-MUM-002/00092,CHARGE_SHEET_FILED,Charge sheet submitted to Judicial Magistrate Court.,OFFICER-00017,2026-04-02T01:53:35.155135
ACT-007693,CASE-000093,FIR/2024/PS-PUN-001/00093,WITNESS_ADDED,Witness Mahesh Mukherjee added to case record.,OFFICER-00011,2026-07-06T00:53:35.155177
ACT-007694,CASE-000094,FIR/2026/PS-DEL-001/00094,EVIDENCE_COLLECTED,Physical evidence items collected from incident site.,OFFICER-00032,2026-08-24T14:53:35.155226
ACT-007695,CASE-000095,FIR/2025/PS-DEL-002/00095,WITNESS_ADDED,Witness Payal Bansal added to case record.,OFFICER-00042,2026-07-27T19:53:35.155271
ACT-007696,CASE-000096,FIR/2026/PS-BLR-001/00096,ASSIGNED,Case assigned to Primary IO Nirmala Dutta (BADGE-CHE-1028).,OFFICER-00028,2025-04-25T15:53:35.155320
ACT-007697,CASE-000097,FIR/2026/PS-BLR-002/00097,CLOSED,Case investigation concluded and case closed.,OFFICER-00032,2026-06-18T20:53:35.155362
ACT-007698,CASE-000098,FIR/2025/PS-CHE-001/00098,ASSIGNED,Case assigned to Primary IO Ramesh Reddy (BADGE-BAN-1016).,OFFICER-00016,2026-08-06T08:53:35.155404
ACT-007699,CASE-000099,FIR/2024/PS-CHE-002/00099,REGISTERED,FIR filed and case registered at Mylapore Police Station.,OFFICER-00034,2025-04-30T20:53:35.155446
ACT-007700,CASE-000100,FIR/2026/PS-LKO-001/00100,WITNESS_ADDED,Witness Aarti Patel added to case record.,OFFICER-00005,2025-07-23T07:53:35.155489
ACT-007701,CASE-000101,FIR/2025/PS-MUM-001/00101,CHARGE_SHEET_FILED,Charge sheet submitted to Judicial Magistrate Court.,OFFICER-00050,2025-05-24T22:53:35.155532
ACT-007702,CASE-000102,FIR/2024/PS-MUM-002/00102,STATUS_CHANGED,Case status updated to CLOSED_SOLVED.,OFFICER-00022,2026-07-03T18:53:35.155574
ACT-007703,CASE-000103,FIR/2024/PS-PUN-001/00103,INTERROGATION,Suspect Suresh Singh brought in for questioning.,OFFICER-00016,2026-03-24T22:53:35.155621
ACT-007704,CASE-000104,FIR/2026/PS-DEL-001/00104,CLOSED,Case investigation concluded and case closed.,OFFICER-00030,2026-07-11T02:53:35.155663
ACT-007705,CASE-000105,FIR/2025/PS-DEL-002/00105,REGISTERED,FIR filed and case registered at Hauz Khas Police Station.,OFFICER-00038,2025-11-05T18:53:35.155703
ACT-007706,CASE-000106,FIR/2026/PS-BLR-001/00106,INVESTIGATION_UPDATED,Case notes updated following site visit.,OFFICER-00011,2025-09-23T05:53:35.155743
ACT-007707,CASE-000107,FIR/2024/PS-BLR-002/00107,REGISTERED,FIR filed and case registered at Indiranagar Police Station.,OFFICER-00023,2026-03-04T16:53:35.155816
ACT-007708,CASE-000108,FIR/2026/PS-CHE-001/00108,CLOSED,Case investigation concluded and case closed.,OFFICER-00041,2026-04-13T11:53:35.155864
ACT-007709,CASE-000109,FIR/2026/PS-CHE-002/00109,CHARGE_SHEET_FILED,Charge sheet submitted to Judicial Magistrate Court.,OFFICER-00005,2025-10-14T06:53:35.155910
ACT-007710,CASE-000110,FIR/2026/PS-LKO-001/00110,ASSIGNED,Case assigned to Primary IO Yashoda Das (BADGE-PUN-1023).,OFFICER-00023,2025-06-21T11:53:35.155954
ACT-007711,CASE-000111,FIR/2024/PS-MUM-001/00111,CHARGE_SHEET_FILED,Charge sheet submitted to Judicial Magistrate Court.,OFFICER-00002,2026-08-05T18:53:35.155996
ACT-007712,CASE-000112,FIR/2024/PS-MUM-002/00112,CLOSED,Case investigation concluded and case closed.,OFFICER-00020,2025-09-05T07:53:35.156041
ACT-007713,CASE-000113,FIR/2024/PS-PUN-001/00113,CLOSED,Case investigation concluded and case closed.,OFFICER-00006,2025-05-14T22:53:35.156083
ACT-007714,CASE-000114,FIR/2025/PS-DEL-001/00114,WITNESS_ADDED,Witness Renu Dubey added to case record.,OFFICER-00027,2026-07-09T05:53:35.156139
ACT-007715,CASE-000115,FIR/2024/PS-DEL-002/00115,STATUS_CHANGED,Case status updated to CLOSED_SOLVED.,OFFICER-00050,2025-11-22T00:53:35.156179
ACT-007716,CASE-000116,FIR/2026/PS-BLR-001/00116,WITNESS_ADDED,Witness Vidya Bansal added to case record.,OFFICER-00029,2025-09-09T02:53:35.156219
ACT-007717,CASE-000117,FIR/2024/PS-BLR-002/00117,INVESTIGATION_UPDATED,Case notes updated following site visit.,OFFICER-00048,2025-05-29T17:53:35.156259
ACT-007718,CASE-000118,FIR/2024/PS-CHE-001/00118,REGISTERED,FIR filed and case registered at T. Nagar Police Station.,OFFICER-00040,2026-04-28T04:53:35.156299
ACT-007719,CASE-000119,FIR/2025/PS-CHE-002/00119,ASSIGNED,Case assigned to Primary IO Vikram Mehta (BADGE-CEN-1024).,OFFICER-00024,2025-05-18T20:53:35.156339
ACT-007720,CASE-000120,FIR/2024/PS-LKO-001/00120,REGISTERED,FIR filed and case registered at Hazratganj Police Station.,OFFICER-00030,2025-06-03T23:53:35.156390
ACT-007721,CASE-000121,FIR/2026/PS-MUM-001/00121,CLOSED,Case investigation concluded and case closed.,OFFICER-00012,2026-07-13T18:53:35.156456
ACT-007722,CASE-000122,FIR/2026/PS-MUM-002/00122,WITNESS_ADDED,Witness Sachin Singh added to case record.,OFFICER-00030,2026-07-13T10:53:35.156503
ACT-007723,CASE-000123,FIR/2024/PS-PUN-001/00123,CHARGE_SHEET_FILED,Charge sheet submitted to Judicial Magistrate Court.,OFFICER-00030,2026-04-10T08:53:35.156548
ACT-007724,CASE-000124,FIR/2026/PS-DEL-001/00124,WITNESS_ADDED,Witness Rekha Kulkarni added to case record.,OFFICER-00046,2026-07-26T13:53:35.156591
ACT-007725,CASE-000125,FIR/2025/PS-DEL-002/00125,CLOSED,Case investigation concluded and case closed.,OFFICER-00028,2026-02-06T17:53:35.156632
ACT-007726,CASE-000126,FIR/2024/PS-BLR-001/00126,REGISTERED,FIR filed and case registered at Koramangala Police Station.,OFFICER-00017,2026-06-03T11:53:35.156674
ACT-007727,CASE-000127,FIR/2024/PS-BLR-002/00127,REGISTERED,FIR filed and case registered at Indiranagar Police Station.,OFFICER-00032,2026-05-07T05:53:35.156715
ACT-007728,CASE-000128,FIR/2024/PS-CHE-001/00128,CHARGE_SHEET_FILED,Charge sheet submitted to Judicial Magistrate Court.,OFFICER-00039,2026-03-05T15:53:35.156761
ACT-007729,CASE-000129,FIR/2026/PS-CHE-002/00129,INVESTIGATION_UPDATED,Case notes updated following site visit.,OFFICER-00046,2026-07-25T03:53:35.156803
ACT-007730,CASE-000130,FIR/2025/PS-LKO-001/00130,ASSIGNED,Case assigned to Primary IO Radha Dubey (BADGE-MUM-1041).,OFFICER-00041,2025-07-07T03:53:35.156853
ACT-007731,CASE-000131,FIR/2025/PS-MUM-001/00131,WITNESS_ADDED,Witness Rajesh Agarwal added to case record.,OFFICER-00044,2026-05-28T22:53:35.156901
ACT-007732,CASE-000132,FIR/2026/PS-MUM-002/00132,STATUS_CHANGED,Case status updated to CLOSED_UNSOLVED.,OFFICER-00011,2026-03-12T07:53:35.156947
ACT-007733,CASE-000133,FIR/2025/PS-PUN-001/00133,INTERROGATION,Suspect Ganesh Srivastava brought in for questioning.,OFFICER-00037,2026-01-09T20:53:35.156991
ACT-007734,CASE-000134,FIR/2024/PS-DEL-001/00134,INVESTIGATION_UPDATED,Case notes updated following site visit.,OFFICER-00027,2025-10-30T13:53:35.157038
ACT-007735,CASE-000135,FIR/2025/PS-DEL-002/00135,INTERROGATION,Suspect Kiran Dubey brought in for questioning.,OFFICER-00020,2025-11-27T02:53:35.157081
ACT-007736,CASE-000136,FIR/2025/PS-BLR-001/00136,STATUS_CHANGED,Case status updated to COURT_PROCEEDINGS.,OFFICER-00014,2025-08-01T02:53:35.157122
ACT-007737,CASE-000137,FIR/2025/PS-BLR-002/00137,CHARGE_SHEET_FILED,Charge sheet submitted to Judicial Magistrate Court.,OFFICER-00044,2025-12-31T06:53:35.157164
ACT-007738,CASE-000138,FIR/2026/PS-CHE-001/00138,EVIDENCE_COLLECTED,Physical evidence items collected from incident site.,OFFICER-00002,2025-12-11T01:53:35.157207
ACT-007739,CASE-000139,FIR/2026/PS-CHE-002/00139,CLOSED,Case investigation concluded and case closed.,OFFICER-00030,2025-05-25T08:53:35.157250
ACT-007740,CASE-000140,FIR/2025/PS-LKO-001/00140,EVIDENCE_COLLECTED,Physical evidence items collected from incident site.,OFFICER-00010,2026-02-07T05:53:35.157291
ACT-007741,CASE-000141,FIR/2026/PS-MUM-001/00141,REGISTERED,FIR filed and case registered at Colaba Police Station.,OFFICER-00020,2026-06-12T07:53:35.157331
ACT-007742,CASE-000142,FIR/2024/PS-MUM-002/00142,INTERROGATION,Suspect Kiran Dubey brought in for questioning.,OFFICER-00039,2026-08-03T03:53:35.157372
ACT-007743,CASE-000143,FIR/2024/PS-PUN-001/00143,WITNESS_ADDED,Witness Krutika Banerjee added to case record.,OFFICER-00012,2025-05-27T10:53:35.157416
